"Max_Temperature_F","Mean_Temperature_F","Min_TemperatureF","Max_Dew_Point_F","MeanDew_Point_F","Min_Dewpoint_F","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_Pressure_In","Mean_Sea_Level_Pressure_In","Min_Sea_Level_Pressure_In","Max_Visibility_Miles","Mean_Visibility_Miles","Min_Visibility_Miles","Max_Wind_Speed_MPH","Mean_Wind_Speed_MPH","Max_Gust_Speed_MPH","Precipitation_In","Events","temp_range","date","day_number","total_trips","total_durations","avg_durations"
70,62,55,49,46,43,74,57,40,30.29,30.24,30.13,10,10,10,7,4,NA,0,NA,15,2016-06-12,609,365,779841.2,2136.6
66,60,54,51,47,43,86,67,47,30.11,30.01,29.95,10,10,10,17,7,"24",0,"Rain",12,2016-06-13,610,340,270967,797
60,54,48,47,45,42,86,73,53,29.98,29.94,29.91,10,10,10,21,10,"28",0.05,"Rain",12,2016-06-14,611,351,280079,797.9
66,56,45,47,42,38,90,63,36,29.98,29.95,29.9,10,10,10,10,7,"16",0,NA,21,2016-06-15,612,406,442852.9,1090.8
71,61,53,47,44,37,80,58,31,30.18,30.07,29.98,10,10,10,10,7,NA,0,NA,18,2016-06-16,613,483,622188.6,1288.2
66,60,53,53,48,45,90,69,45,30.17,30.12,30.07,10,10,3,14,3,"22",0.22,"Rain",13,2016-06-17,614,427,421486.3,987.1
64,60,55,54,51,45,96,79,58,30.37,30.17,30.05,10,10,7,14,5,"18",0.16,"Rain",9,2016-06-18,615,250,480798.1,1923.2
70,58,48,48,46,43,90,63,40,30.41,30.34,30.22,10,10,10,12,7,"22",0,NA,22,2016-06-19,616,415,778212.2,1875.2
75,66,57,55,52,43,93,67,32,30.21,30.17,30.11,10,10,5,14,5,"25",0.29,"Rain-Thunderstorm",18,2016-06-20,617,435,500073.4,1149.6
73,64,55,56,53,50,96,74,48,30.31,30.24,30.16,10,10,6,15,9,NA,0.34,"Rain",18,2016-06-21,618,424,446126.6,1052.2
75,65,57,52,50,48,83,61,40,30.15,30.06,29.96,10,10,10,12,4,NA,0,"Rain",18,2016-06-22,619,392,419451,1070
68,62,55,58,55,52,100,87,61,30.1,30.01,29.97,10,8,2,14,7,"24",0.34,"Rain",13,2016-06-23,620,259,180124.7,695.5
69,60,53,58,54,52,97,80,61,30.28,30.2,30.12,10,10,8,15,7,"21",0.09,"Rain",16,2016-06-24,621,321,437287.6,1362.3
71,64,57,53,52,49,87,68,51,30.3,30.26,30.2,10,10,9,9,6,"16",0,NA,14,2016-06-25,622,450,964834.5,2144.1
78,67,57,57,54,51,83,63,47,30.23,30.17,30.09,10,10,10,13,4,"20",0,NA,21,2016-06-26,623,356,855020.8,2401.7
84,73,62,57,54,50,75,55,34,30.17,30.13,30.1,10,10,10,13,4,NA,0,NA,22,2016-06-27,624,337,441139.3,1309
79,66,55,58,55,53,93,75,46,30.23,30.18,30.11,10,10,10,9,6,NA,0,NA,24,2016-06-28,625,378,427215.6,1130.2
73,65,57,58,56,55,93,80,57,30.22,30.18,30.14,10,10,10,9,5,NA,0,NA,16,2016-06-29,626,430,433208.5,1007.5
73,65,57,56,54,52,87,73,48,30.25,30.19,30.12,10,10,10,8,5,NA,0,NA,16,2016-06-30,627,414,506501,1223.4
75,66,57,56,54,52,87,73,48,30.14,30.1,30.05,10,10,10,8,3,NA,0,NA,18,2016-07-01,628,403,495351.4,1229.2
75,69,61,60,57,54,84,70,55,30.05,30.03,29.99,10,10,10,8,4,NA,0,NA,14,2016-07-02,629,540,1121710.6,2077.2
71,64,57,56,53,49,87,72,53,30.17,30.12,30.05,10,10,10,9,5,NA,0,NA,14,2016-07-03,630,481,829334.1,1724.2
68,62,57,56,52,50,82,72,54,30.17,30.14,30.12,10,10,10,9,7,NA,0,"Rain",11,2016-07-04,631,589,1282704.9,2177.8
69,63,57,55,52,50,84,72,53,30.14,30.11,30.07,10,10,10,8,5,"21",0,NA,12,2016-07-05,632,340,331183.7,974.1
75,66,57,55,53,48,84,63,38,30.08,30.04,29.95,10,10,10,9,3,NA,0,NA,18,2016-07-06,633,356,475659.7,1336.1
68,64,60,61,56,52,96,78,65,29.95,29.92,29.88,10,10,4,13,6,"18",0.06,"Rain",8,2016-07-07,634,338,414806.4,1227.2
73,66,60,60,58,55,100,82,55,29.93,29.89,29.87,10,9,3,10,6,"18",0.14,"Rain",13,2016-07-08,635,488,688870.3,1411.6
71,64,57,58,54,51,100,75,53,30.01,29.97,29.89,10,10,6,10,6,"17",0.07,"Rain",14,2016-07-09,636,399,661410.8,1657.7
73,66,59,57,55,52,90,72,48,30.08,30.02,29.98,10,10,10,10,3,NA,0,NA,14,2016-07-10,637,343,813813.6,2372.6
73,64,57,56,52,45,84,68,47,30.12,30.06,29.98,10,10,10,12,7,NA,0,NA,16,2016-07-11,638,470,581008,1236.2
77,68,60,57,54,52,80,64,43,30.16,30.03,29.96,10,10,10,13,3,"18",0,NA,17,2016-07-12,639,429,545577.5,1271.7
75,68,60,53,50,46,78,59,37,30.25,30.22,30.17,10,10,10,12,4,NA,0,NA,15,2016-07-13,640,483,496604.2,1028.2
77,66,57,58,52,49,78,62,38,30.26,30.21,30.14,10,10,10,17,5,"22",0,NA,20,2016-07-14,641,542,672345,1240.5
75,66,57,53,51,48,84,60,38,30.19,30.14,30.08,10,10,10,8,3,NA,0,NA,18,2016-07-15,642,479,662593.6,1383.3
72,66,59,53,52,51,75,62,49,30.1,30.06,30.01,10,10,10,10,6,NA,0,NA,13,2016-07-16,643,376,767175.8,2040.4
80,70,60,56,54,53,80,60,40,30,29.95,29.89,10,10,10,10,2,NA,0,NA,20,2016-07-17,644,383,902461.2,2356.3
73,67,62,57,55,53,78,69,57,30.06,29.98,29.92,10,10,10,10,4,NA,0,NA,11,2016-07-18,645,406,567381.4,1397.5
78,70,62,55,53,50,75,59,40,30.11,30.08,30.05,10,10,10,9,5,NA,0,NA,16,2016-07-19,646,366,486296.3,1328.7
82,72,62,54,52,47,72,54,30,30.14,30.1,30.04,10,10,10,10,3,NA,0,NA,20,2016-07-20,647,434,460471.9,1061
81,71,61,56,54,51,78,57,36,30.11,30.04,29.99,10,10,10,14,4,"18",0,NA,20,2016-07-21,648,492,568506,1155.5
71,66,61,58,56,54,90,73,59,30.28,30.22,30.12,10,9,5,12,7,"20",0.21,"Rain",10,2016-07-22,649,320,311560,973.6
75,66,60,55,53,49,78,64,41,30.28,30.24,30.19,10,10,10,8,4,NA,0,NA,15,2016-07-23,650,416,820135.4,1971.5
80,68,57,54,52,51,81,58,38,30.19,30.09,30.01,10,10,10,12,4,"18",0,NA,23,2016-07-24,651,442,940107.7,2126.9
84,73,62,58,56,53,75,56,35,30.08,30.04,30.01,10,10,10,10,3,NA,0,NA,22,2016-07-25,652,416,542967.3,1305.2
79,70,60,57,56,53,83,69,42,30.18,30.13,30.08,10,10,10,8,4,NA,0,NA,19,2016-07-26,653,461,524429,1137.6
82,71,60,58,56,54,83,60,38,30.14,30.1,30.06,10,10,10,10,5,"17",0,NA,22,2016-07-27,654,461,578607.3,1255.1
84,73,62,57,56,54,78,56,35,30.14,30.07,30,10,10,10,10,5,NA,0,NA,22,2016-07-28,655,459,620518.6,1351.9
88,75,64,58,56,52,75,53,31,30.01,29.95,29.87,10,10,10,10,3,NA,0,NA,24,2016-07-29,656,430,649492.4,1510.4
75,67,59,55,52,51,81,63,44,29.98,29.94,29.88,10,10,10,9,6,"18",0,NA,16,2016-07-30,657,409,766187.8,1873.3
73,64,57,52,51,50,75,62,48,30.08,30.04,29.98,10,10,10,10,8,"20",0,NA,16,2016-07-31,658,389,779012.1,2002.6
77,66,55,54,52,51,89,70,42,30.12,30.06,30,10,10,5,12,5,NA,0,NA,22,2016-08-01,659,463,620533.4,1340.2
73,64,57,53,51,50,78,66,49,30.23,30.13,30.07,10,10,10,12,6,"17",0,NA,16,2016-08-02,660,395,429415.2,1087.1
75,66,60,53,52,51,72,62,45,30.28,30.24,30.16,10,10,10,10,6,NA,0,NA,15,2016-08-03,661,412,459581.4,1115.5
80,69,59,56,53,51,81,58,38,30.16,30.04,29.91,10,10,10,13,5,"21",0,NA,21,2016-08-04,662,439,455500.2,1037.6
79,70,61,54,51,46,75,56,32,29.97,29.92,29.89,10,10,10,9,4,NA,0,NA,18,2016-08-05,663,520,680992.8,1309.6
72,63,55,51,49,48,77,62,45,30.01,29.97,29.91,10,10,10,10,6,NA,0,NA,17,2016-08-06,664,379,746247.3,1969
72,66,60,56,52,49,83,69,49,29.96,29.92,29.89,10,10,10,9,4,NA,0.03,"Rain",12,2016-08-07,665,328,667551,2035.2
73,64,57,54,53,48,84,69,44,29.99,29.97,29.95,10,10,10,9,4,NA,0,NA,16,2016-08-08,666,431,464009.4,1076.6
72,66,60,55,54,53,83,70,53,30.03,30.01,29.98,10,10,10,10,3,NA,0,NA,12,2016-08-09,667,428,522864.4,1221.6
75,68,60,56,55,54,83,67,48,30.09,30.07,30.04,10,10,10,12,2,"17",0,NA,15,2016-08-10,668,504,616062.4,1222.3
80,70,61,57,56,54,81,63,47,30.14,30.1,30.06,10,10,10,12,4,"20",0,NA,19,2016-08-11,669,490,675354.4,1378.3
87,75,63,59,57,55,78,56,36,30.1,30.05,29.98,10,10,10,10,3,NA,0,NA,24,2016-08-12,670,463,725979.8,1568
90,78,66,60,56,51,78,52,28,30.02,29.98,29.93,10,10,10,8,2,NA,0,NA,24,2016-08-13,671,466,1045978.5,2244.6
82,71,60,54,52,44,78,51,25,30.04,30.01,29.96,10,10,10,10,4,NA,0,NA,22,2016-08-14,672,451,1034638.4,2294.1
84,72,61,57,55,53,78,57,37,30.1,30.06,30.02,10,10,10,9,2,NA,0,NA,23,2016-08-15,673,408,564506.2,1383.6
81,69,57,56,54,51,90,62,35,30.13,30.09,30.04,10,10,10,8,2,NA,0,NA,24,2016-08-16,674,422,444285.5,1052.8
79,70,60,54,53,50,80,56,40,30.12,30.06,30,10,10,10,12,4,NA,0,NA,19,2016-08-17,675,430,472208.3,1098.2
86,73,60,63,59,49,72,57,45,30.06,30,29.93,10,10,10,16,8,NA,0,NA,26,2016-08-18,676,528,628680.8,1190.7
95,60,26,77,54,9,88,48,23,30.01,29.96,29.88,10,10,10,16,8,NA,0,NA,69,2016-08-19,677,407,421750.7,1036.2
91,78,64,57,53,48,70,44,26,29.93,29.87,29.78,10,10,10,10,3,NA,0,NA,27,2016-08-20,678,426,843067.3,1979
73,66,60,55,54,52,83,68,48,29.98,29.89,29.81,10,10,10,14,8,NA,0,NA,13,2016-08-21,679,345,574098.7,1664.1
72,64,57,59,51,46,93,64,40,30.11,30.07,29.99,10,10,10,14,8,NA,0,NA,15,2016-08-22,680,439,460985.4,1050.1
79,67,55,55,51,48,83,58,39,30.19,30.16,30.12,10,10,10,17,7,NA,0,NA,24,2016-08-23,681,412,444712.3,1079.4
82,70,57,57,55,54,89,60,39,30.24,30.18,30.12,10,10,10,20,5,NA,0,NA,25,2016-08-24,682,446,492535.6,1104.3
93,77,61,59,54,50,81,51,22,30.14,30.05,29.94,10,10,10,14,4,NA,0,NA,32,2016-08-25,683,471,492442.1,1045.5
88,74,60,57,52,45,82,45,22,29.96,29.89,29.79,10,10,10,10,4,NA,0,NA,28,2016-08-26,684,500,592286.8,1184.6
72,66,61,57,54,50,81,65,46,30.01,29.88,29.77,10,10,10,16,9,NA,0,NA,11,2016-08-27,685,333,606829.5,1822.3
75,68,59,54,52,50,80,65,44,30.09,30.06,30.01,10,10,10,12,9,NA,0,NA,16,2016-08-28,686,392,710717.1,1813.1
81,68,55,55,53,50,89,65,39,30.08,30.02,29.95,10,10,6,9,4,NA,0,NA,26,2016-08-29,687,369,313713.4,850.2
70,64,57,55,53,52,83,69,53,30.05,30.01,29.97,10,10,10,14,9,"18",0,NA,13,2016-08-30,688,375,329371.9,878.3
71,65,59,61,56,52,90,77,63,29.99,29.97,29.96,10,10,8,14,8,NA,0,"Rain",12,2016-08-31,689,319,323366,1013.7
